,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Label 1,Label 2,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
0,-0.001880649610552343,0,2.312249248476975e-06,0.0,0,0,-1,7059.0,0.01789329810234183,-1,0,0,-2.666666666666667,-0.2740404356488053,0.3239630508033129,0.0,0.06255400350775384,-2.257896454237642,0.5870629610035603,0.017885104409489427
1,-0.00102268766757585,-1,-0.00023920214364760053,-0.006666666666666654,0,0,-2,7855.0,0.014688311322631542,-1,0,0,-2.666666666666667,-0.25094366581034144,0.35204664538051245,0.006666666666666666,0.004565286916867126,-1.691640169864499,0.6700721437636643,0.014554045793000625
2,-0.001781095654579068,-1,0.0007314895278578676,0.0,0,0,-2,4577.0,0.03515714139736856,-1,0,0,-2.666666666666667,-0.399864049847249,0.6445468391526104,0.0,0.07220218006982254,-3.3945952548919394,1.3779826705945561,0.03513199423707203
3,-0.0010347892263825598,-1,-8.747758876162352e-05,-0.006666666666666654,0,0,-2,11572.0,0.003137564680537247,-1,0,0,-2.666666666666667,-0.15879853582646142,0.3629787148602126,0.0,0.051094546498592575,-0.91454461499724,0.7794790624956471,0.0031488450279983093
4,-0.0009178056153967828,0,0.00013702626272642726,0.0,0,0,-1,8369.0,0.01186927504113286,-1,0,0,-3.3333333333333335,-0.1692189147647749,0.2196909769782307,0.0,0.03190783500624368,-1.8882763536670577,0.2523600830284809,0.011862266685697787
5,-0.0014465199965240094,1,0.0003510120390791729,0.006666666666666682,0,0,0,7159.0,0.017607400807319012,-1,0,0,-3.3333333333333335,-0.1863997676350726,0.25177183700246863,0.0,0.08107954620674776,-1.7725829972260314,0.1287405627502305,0.017168494356545078
6,-0.0005760826293299548,1,0.0008038160620326692,0.013333333333333336,0,0,0,4911.0,0.030488433014672883,-1,0,0,-2.666666666666667,-0.4428365622499859,0.9746502367183518,-0.006666666666666667,0.06849592768106783,-2.1833154586558514,1.6278005052847564,0.03048855574594761
7,-0.0002239774721798371,3,0.003540607775477926,0.026666666666666672,0,0,2,-3639.0,0.05316017889451402,-1,0,0,-3.3333333333333335,-0.4832146170549425,0.5864059250113007,-0.013333333333333334,0.1596499530529381,-4.125274142890618,1.0846637823350487,0.053125600094839076
8,-0.0005951860774903173,6,0.0967629426665053,0.06,1,1,5,-4546.0,0.03420902401152817,1,0,1,1.333333333333333,0.31603664737645953,1.2107938135930871,0.0,0.09405379035723144,6.312035493131171,2.1542783539232433,0.034202827833085675
9,0.0078856583146939,16,0.7241860340609212,0.09333333333333332,1,1,11,-6519.0,0.020201669287276736,1,0,1,0.6666666666666661,0.2816230982933705,1.2401475743840467,0.0,0.15002336081223533,5.826506189793454,2.1761989960343078,0.020164426757373344
10,0.011499045779118311,26,0.9432759313732365,0.1466666666666667,0,0,19,-3903.0,0.005722516879759859,0,0,0,1.333333333333333,0.04557854200431155,0.9366068149203202,0.0,0.007397804071638342,3.4517647053239617,1.55695143104409,0.00577449753127654
11,-0.0010225239112380269,6,0.15077096383082966,0.06,1,1,4,-7212.0,0.021899974113394505,1,0,1,1.333333333333333,0.24555760888145617,1.022874484136539,-0.006666666666666667,0.17588972914529058,4.024154255057633,1.7464168806531983,0.02186814734693332
