,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Label 1,Label 2,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
0,-0.0011507196180172707,7,0.10637598333481053,0.06,0,0,6,-6356.0,0.033565124385558226,-1,0,0,-2.666666666666667,-0.33110450528844737,1.0016933197666347,0.0,0.20247750345588109,-3.8092820787796935,2.0961954559080027,0.03382670708682681
1,-9.11145320943163e-05,6,0.06424695078765136,0.053333333333333344,0,0,5,-6345.0,0.034566649936326105,-1,0,0,-2.666666666666667,-0.3064312197862078,1.1374084728868106,0.0,0.1269119748918308,-3.494683351621987,2.321756921950075,0.03474507091161322
2,-0.0010856978495882297,7,0.09273906525497319,0.06,0,0,6,-5604.0,0.027103489439561562,-1,0,0,-2.666666666666667,-0.3406247541098679,0.7079291983941947,0.0,0.231244262201539,-3.7420844482016715,1.7778054415634368,0.028154392483416474
3,-0.0015824175154068865,7,0.07694337146057982,0.053333333333333344,0,0,5,-5613.0,0.03284771798823785,-1,0,0,-3.3333333333333335,-0.3284233632257605,1.2094917246572392,0.0,0.179760735932281,-3.4664185972598514,2.4624228712842413,0.032944774629047185
4,-0.0010698487256015632,7,0.10414467758666152,0.06,0,0,6,-5932.0,0.031839216238859436,-1,0,0,-2.666666666666667,-0.34986818059037805,1.105153155513791,0.0,0.1934795704952431,-3.7733042477226437,2.2802868934912377,0.032160004993511765
5,-0.0016902687600460764,8,0.13738952802112292,0.06,0,0,7,-7024.0,0.037590367313473344,-1,0,0,-3.3333333333333335,-0.3450952981490465,0.5621847445617203,0.0,0.23648543245201806,-3.102089933379901,1.4039244938861852,0.03812574653761383
6,0.007030357738546766,9,0.19597165047514795,0.06666666666666668,0,0,8,-6765.0,0.04095964175053168,0,0,0,-3.3333333333333335,-0.2681204969182822,0.5054731853697871,0.0,0.19823575549561348,-3.47414052562106,1.2759337179391004,0.03979856165256537
7,0.050371024070295034,10,0.2793444802623416,0.08000000000000002,0,0,9,-8013.0,0.05036201891710343,2,0,0,-2.666666666666667,-0.32551149133183177,0.8456096730352309,-0.013333333333333334,0.6419051695386461,-3.388899981298982,2.001778190848947,0.049030142691835976
8,0.009988726417157534,11,0.2043059420657974,0.06666666666666668,0,0,10,-10058.0,0.05313842744895708,0,0,0,-1.333333333333333,-0.6744393533714601,0.7732773581343879,-0.013333333333333334,0.3735309787546587,-4.576875745207017,2.7365140870074294,0.05345007801871132
9,0.016641593361642615,15,0.6574553748812221,0.10666666666666666,0,0,15,-11063.0,0.10702387126134702,1,0,0,4.666666666666665,-0.7749734493851168,0.5015132591201594,-0.013333333333333334,0.11879771023394844,-5.094357785974607,1.7936098302465808,0.10978013677062318
10,0.03372978387241998,23,0.4884116977332121,0.1466666666666667,0,0,24,-10762.0,0.08383721828484517,0,0,0,-0.666666666666667,-0.6595627150710648,-0.11483372150837012,-0.013333333333333334,0.13837551976942655,-3.3577249977851604,-0.05899731776320083,0.08265360918193615
11,0.022887449894997358,11,0.34685091076121644,0.10666666666666666,0,0,11,-10725.0,0.09258853152291882,1,0,0,-1.333333333333333,-0.6662418119472924,0.4417331854680884,-0.013333333333333334,0.3190758507754299,-4.344622397493467,1.5514564110516602,0.0949142562656444
12,-0.005845716698698822,11,0.1099676661734754,0.04000000000000001,0,0,11,-6630.0,-0.06056497584502313,0,0,0,4.0,-0.42047430116578255,0.02803439209028813,0.02,-0.052669255083075406,-1.8140688846145174,0.3471611329163746,-0.06058866645319558
13,0.004924381331803618,10,0.14240966016416312,0.04000000000000001,0,0,11,-15535.0,-0.039493840967030486,0,0,0,5.333333333333332,-0.9556108611110941,-0.05270510686462293,0.013333333333333334,-0.0076561677711486364,-8.284810783953054,0.21587648207982202,-0.03945383869972685
14,0.0076966714186058605,10,0.11930622285598719,0.04000000000000001,0,0,11,-7775.0,-0.05918570150511798,0,0,0,-2.6666666666666665,-0.40915407012450533,-0.0838922715210284,0.013333333333333334,-0.07151962721879723,-0.7048995668816112,0.11580305484561215,-0.059202365192520506
15,-0.0032326926337576944,9,0.08800929926781052,0.04000000000000001,0,0,9,-14966.0,-0.05631748649679638,0,0,0,4.666666666666668,-0.777437346569898,-0.5626834008711916,0.013333333333333334,0.0008328475537626723,-6.111094928888896,-0.40882763530663224,-0.05629694853483472
16,0.0039156150086245844,8,0.10407599309483996,0.04000000000000001,0,0,8,-20570.0,-0.03950206050028485,0,0,0,5.333333333333332,-1.032963792057207,-0.031798694565537744,0.006666666666666667,-0.009064844168652025,-9.011783433887858,0.28798894034658495,-0.039889591321948775
17,-0.006466374451962076,10,0.1346922820323955,0.04000000000000001,0,0,11,-14852.0,-0.045736182910974726,0,0,0,5.333333333333332,-0.9124367596581529,-0.05470833438886569,0.006666666666666667,0.03137649796469916,-7.638326222809642,0.2738327362613866,-0.045829471184561266
18,-0.0015775026438776818,9,0.06984779830574607,0.026666666666666672,0,0,9,-7735.0,-0.07211450145081791,0,0,0,4.0,-0.553997910287042,-0.030369456412993046,0.013333333333333334,0.08097815967016148,-4.3176702003018175,0.3074576744697204,-0.07227188076614041
19,0.024526909799205465,10,0.09623663008034299,0.033333333333333326,0,0,10,-5475.0,-0.0662641763467996,0,0,0,4.666666666666668,-0.6624206500550627,-0.10866307230148475,0.013333333333333334,0.008886582360859457,-5.490975033054603,0.18556707239070303,-0.06627298669352086
20,0.006088586006988805,10,0.13032164840484498,0.04000000000000001,0,0,10,-15727.0,-0.033201922347690566,0,0,0,4.666666666666668,-1.0183094161152795,0.21331559200385986,0.006666666666666667,-0.047611913353931265,-8.12883207949204,0.7791317227863424,-0.03344300677003714
21,-0.00932218499224824,8,0.045207754014101854,0.01999999999999999,0,0,8,-13566.0,-0.05634437120882657,0,0,0,4.666666666666668,-0.8362348212144761,0.0177427778013044,0.013333333333333334,0.04114558126612916,-7.648377563442677,0.3106084989828446,-0.05657139571097092
22,-0.0019552430315734615,9,0.05976929399016733,0.033333333333333326,0,0,9,-10643.0,-0.053055895219892485,1,0,0,9.333333333333332,-0.7817709743746737,0.1774800890866759,0.013333333333333334,0.126596771541159,-7.413402309616126,0.6089868835016965,-0.05298767341074609
